from,to,flow,capacity,shadow_price
18_18,17_18,0.325,0.325,0
18_18,17_19,0.325,0.325,0
18_18,18_19,0,0.35,0
18_18,19_19,0,0.35,0
18_18,19_18,0,0.35,0
18_18,19_17,0,0.455,0
18_18,18_17,0.195,0.455,0
18_18,17_17,0.13,0.455,0
18_19,17_19,0,0.325,0
18_19,17_20,0,0.35,0
18_19,18_20,0,0.35,0
18_19,19_20,0,0.455,0
18_19,19_19,0,0.35,0
18_19,19_18,0,0.35,0
18_19,18_18,0,0.325,0
18_19,17_18,0,0.325,0
18_20,17_20,0,0.35,0
18_20,17_21,0,0.325,0
18_20,18_21,0,0.325,0
18_20,19_21,0,0.455,0
18_20,19_20,0,0.455,0
18_20,19_19,0,0.35,0
18_20,18_19,0,0.35,0
18_20,17_19,0,0.325,0
18_21,17_21,0,0.325,0
18_21,19_21,0,0.455,0
18_21,19_20,0,0.455,0
18_21,18_20,0,0.35,0
18_21,17_20,0,0.35,0
19_1,18_1,0,0.35,0
19_1,18_2,0,0.325,0
19_1,19_2,0,0.455,0
19_1,20_2,0,0.35,0
19_1,20_1,0,0.455,0
19_2,18_2,0,0.325,0
19_2,18_3,0,0.35,0
19_2,19_3,0.08,0.455,0
19_2,20_3,0,0.455,0
19_2,20_2,0,0.35,0
19_2,20_1,0,0.455,0
19_2,19_1,0,0.455,0
19_2,18_1,0.185,0.35,0
19_3,18_3,0,0.35,0
19_3,18_4,0,0.325,0
19_3,19_4,0.08,0.325,0
19_3,20_4,0,0.35,0
19_3,20_3,0,0.455,0
19_3,20_2,0,0.35,0
19_3,19_2,0,0.455,0
19_3,18_2,0,0.325,0
19_4,18_4,0.325,0.325,0
19_4,18_5,0,0.455,0
19_4,19_5,0,0.455,0
19_4,20_5,0,0.35,0
19_4,20_4,0,0.35,0
19_4,20_3,0,0.455,0
19_4,19_3,0,0.455,0
19_4,18_3,0.35,0.35,0
19_5,18_5,0,0.455,0
19_5,18_6,0.325,0.325,0
19_5,19_6,0,0.35,0
19_5,20_6,0,0.35,0
19_5,20_5,0,0.35,0
19_5,20_4,0,0.35,0
19_5,19_4,0.27,0.325,0
19_5,18_4,0.13,0.325,0
19_6,18_6,0.325,0.325,0
19_6,18_7,0,0.35,0
19_6,19_7,0,0.455,0
19_6,20_7,0,0.35,0
19_6,20_6,0,0.35,0
19_6,20_5,0,0.35,0
19_6,19_5,0,0.455,0
19_6,18_5,0,0.455,0
19_7,18_7,0.025,0.35,0
19_7,18_8,0,0.455,0
19_7,19_8,0,0.455,0
19_7,20_8,0,0.455,0
19_7,20_7,0,0.35,0
19_7,20_6,0,0.35,0
19_7,19_6,0,0.35,0
19_7,18_6,0,0.325,0
19_8,18_8,0,0.455,0
19_8,18_9,0,0.325,0
19_8,19_9,0,0.35,0
19_8,20_9,0,0.35,0
19_8,20_8,0,0.455,0
19_8,20_7,0,0.35,0
19_8,19_7,0,0.455,0
19_8,18_7,0,0.35,0
19_9,18_9,0.325,0.325,0
19_9,18_10,0,0.35,0
19_9,19_10,0,0.35,0
19_9,20_10,0,0.455,0
19_9,20_9,0,0.35,0
19_9,20_8,0,0.455,0
19_9,19_8,0,0.455,0
19_9,18_8,0,0.455,0
19_10,18_10,0,0.35,0
19_10,18_11,0,0.455,0
19_10,19_11,0,0.455,0
19_10,20_11,0,0.35,0
19_10,20_10,0,0.455,0
19_10,20_9,0,0.35,0
19_10,19_9,0,0.35,0
19_10,18_9,0,0.325,0
19_11,18_11,0,0.455,0
19_11,18_12,0.35,0.455,0
19_11,19_12,0,0.35,0
19_11,20_12,0,0.35,0
19_11,20_11,0,0.35,0
19_11,20_10,0,0.455,0
19_11,19_10,0,0.35,0
19_11,18_10,0,0.35,0
19_12,18_12,0,0.455,0
19_12,18_13,0,0.35,0
19_12,19_13,0,0.455,0
19_12,20_13,0,0.455,0
19_12,20_12,0,0.35,0
19_12,20_11,0,0.35,0
19_12,19_11,0,0.455,0
19_12,18_11,0,0.455,0
19_13,18_13,0,0.35,0
19_13,19_14,0,0.455,0
19_13,20_14,0,0.35,0
19_13,20_13,0,0.455,0
19_13,20_12,0,0.35,0
19_13,19_12,0,0.35,0
19_13,18_12,0,0.455,0
19_14,18_15,0,0.455,0
19_14,19_15,0,0.35,0
19_14,20_15,0,0.35,0
19_14,20_14,0,0.35,0
19_14,20_13,0,0.455,0
19_14,19_13,0,0.455,0
19_14,18_13,0.35,0.35,0
19_15,18_15,0,0.455,0
19_15,18_16,0.325,0.325,0
19_15,19_16,0.13,0.325,0
19_15,20_16,0,0.35,0
19_15,20_15,0,0.35,0
19_15,20_14,0,0.35,0
19_15,19_14,0,0.455,0
19_16,18_16,0.325,0.325,0
19_16,18_17,0,0.455,0
19_16,19_17,0,0.455,0
19_16,20_17,0.455,0.455,0
19_16,20_16,0,0.35,0
19_16,20_15,0,0.35,0
19_16,19_15,0,0.35,0
19_16,18_15,0,0.455,0
19_17,18_17,0,0.455,0
19_17,18_18,0.325,0.325,0
19_17,19_18,0,0.35,0
19_17,20_18,0,0.455,0
19_17,20_17,0,0.455,0
19_17,20_16,0,0.35,0
19_17,19_16,0,0.325,0
19_17,18_16,0,0.325,0
19_18,18_18,0.325,0.325,0
19_18,18_19,0,0.35,0
19_18,19_19,0,0.35,0
19_18,20_19,0,0.455,0
19_18,20_18,0,0.455,0
19_18,20_17,0,0.455,0
19_18,19_17,0.025,0.455,0
19_18,18_17,0,0.455,0
19_19,18_19,0,0.35,0
19_19,18_20,0,0.35,0
19_19,19_20,0,0.455,0
19_19,20_20,0,0.35,0
19_19,20_19,0,0.455,0
19_19,20_18,0,0.455,0
19_19,19_18,0,0.35,0
19_19,18_18,0,0.325,0
19_20,18_20,0,0.35,0
19_20,18_21,0,0.325,0
19_20,19_21,0,0.455,0
19_20,20_21,0,0.35,0
19_20,20_20,0,0.35,0
19_20,20_19,0,0.455,0
19_20,19_19,0,0.35,0
19_20,18_19,0,0.35,0
19_21,18_21,0,0.325,0
19_21,20_21,0,0.35,0
19_21,20_20,0,0.35,0
19_21,19_20,0,0.455,0
19_21,18_20,0,0.35,0
20_1,19_1,0,0.455,0
20_1,19_2,0,0.455,0
20_1,20_2,0,0.35,0
20_1,21_2,0,0.455,0
20_1,21_1,0,0.455,0
20_2,19_2,0.265,0.455,0
20_2,19_3,0,0.455,0
20_2,20_3,0,0.455,0
20_2,21_3,0,0.35,0
20_2,21_2,0,0.455,0
20_2,21_1,0,0.455,0
20_2,20_1,0,0.455,0
20_2,19_1,0,0.455,0
20_3,19_3,0,0.455,0
20_3,19_4,0,0.325,0
20_3,20_4,0,0.35,0
20_3,21_4,0,0.455,0
20_3,21_3,0,0.35,0
20_3,21_2,0,0.455,0
20_3,20_2,0,0.35,0
20_3,19_2,0,0.455,0
20_4,19_4,0,0.325,0
20_4,19_5,0.35,0.455,0
20_4,20_5,0,0.35,0
20_4,21_5,0,0.455,0
20_4,21_4,0,0.455,0
20_4,21_3,0,0.35,0
20_4,20_3,0,0.455,0
20_4,19_3,0,0.455,0
20_5,19_5,0.375,0.455,0
20_5,19_6,0,0.35,0
20_5,20_6,0,0.35,0
20_5,21_6,0,0.455,0
20_5,21_5,0,0.455,0
20_5,21_4,0,0.455,0
20_5,20_4,0,0.35,0
20_5,19_4,0.325,0.325,0
20_6,19_6,0.325,0.35,0
20_6,19_7,0.025,0.455,0
20_6,20_7,0,0.35,0
20_6,21_7,0,0.455,0
20_6,21_6,0,0.455,0
20_6,21_5,0,0.455,0
20_6,20_5,0,0.35,0
20_6,19_5,0,0.455,0
20_7,19_7,0,0.455,0
20_7,19_8,0,0.455,0
20_7,20_8,0,0.455,0
20_7,21_8,0,0.35,0
20_7,21_7,0,0.455,0
20_7,21_6,0,0.455,0
20_7,20_6,0,0.35,0
20_7,19_6,0,0.35,0
20_8,19_8,0,0.455,0
20_8,19_9,0,0.35,0
20_8,20_9,0,0.35,0
20_8,21_9,0,0.35,0
20_8,21_8,0,0.35,0
20_8,21_7,0,0.455,0
20_8,20_7,0,0.35,0
20_8,19_7,0,0.455,0
20_9,19_9,0.325,0.35,0
20_9,19_10,0,0.35,0
20_9,20_10,0,0.455,0
20_9,21_10,0,0.35,0
20_9,21_9,0,0.35,0
20_9,21_8,0,0.35,0
20_9,20_8,0,0.455,0
20_9,19_8,0,0.455,0
20_10,19_10,0,0.35,0
20_10,19_11,0,0.455,0
20_10,20_11,0,0.35,0
20_10,21_11,0,0.35,0
20_10,21_10,0,0.35,0
20_10,21_9,0,0.35,0
20_10,20_9,0,0.35,0
20_10,19_9,0,0.35,0
20_11,19_11,0,0.455,0
20_11,19_12,0,0.35,0
20_11,20_12,0,0.35,0
20_11,21_12,0,0.455,0
20_11,21_11,0,0.35,0
20_11,21_10,0,0.35,0
20_11,20_10,0,0.455,0
20_11,19_10,0,0.35,0
20_12,19_12,0,0.35,0
20_12,19_13,0,0.455,0
20_12,20_13,0,0.455,0
20_12,21_13,0,0.455,0
20_12,21_12,0,0.455,0
20_12,21_11,0,0.35,0
20_12,20_11,0,0.35,0
20_12,19_11,0.35,0.455,0
20_13,19_13,0,0.455,0
20_13,19_14,0,0.455,0
20_13,20_14,0,0.35,0
20_13,21_14,0,0.455,0
20_13,21_13,0,0.455,0
20_13,21_12,0,0.455,0
20_13,20_12,0,0.35,0
20_13,19_12,0,0.35,0
20_14,19_14,0,0.455,0
20_14,19_15,0.105,0.35,0
20_14,20_15,0.35,0.35,0
20_14,21_15,0,0.455,0
20_14,21_14,0,0.455,0
20_14,21_13,0,0.455,0
20_14,20_13,0,0.455,0
20_14,19_13,0,0.455,0
20_15,19_15,0.35,0.35,0
20_15,19_16,0.325,0.325,0
20_15,20_16,0,0.35,0
20_15,21_16,0.35,0.35,0
20_15,21_15,0,0.455,0
20_15,21_14,0,0.455,0
20_15,20_14,0,0.35,0
20_15,19_14,0.35,0.455,0
20_16,19_16,0.325,0.325,0
20_16,19_17,0,0.455,0
20_16,20_17,0,0.455,0
20_16,21_17,0.35,0.35,0
20_16,21_16,0,0.35,0
20_16,21_15,0,0.455,0
20_16,20_15,0.025,0.35,0
20_16,19_15,0,0.35,0
20_17,19_17,0.105,0.455,0
20_17,19_18,0.35,0.35,0
20_17,20_18,0,0.455,0
20_17,21_18,0,0.455,0
20_17,21_17,0,0.35,0
20_17,21_16,0,0.35,0
20_17,20_16,0,0.35,0
20_17,19_16,0,0.325,0
20_18,19_18,0,0.35,0
20_18,19_19,0,0.35,0
20_18,20_19,0,0.455,0
20_18,21_19,0,0.455,0
20_18,21_18,0,0.455,0
20_18,21_17,0,0.35,0
20_18,20_17,0,0.455,0
20_18,19_17,0,0.455,0
20_19,19_19,0,0.35,0
20_19,19_20,0,0.455,0
20_19,20_20,0,0.35,0
20_19,21_20,0,0.35,0
20_19,21_19,0,0.455,0
20_19,21_18,0,0.455,0
20_19,20_18,0,0.455,0
20_19,19_18,0,0.35,0
20_20,19_20,0,0.455,0
20_20,19_21,0,0.455,0
20_20,20_21,0,0.35,0
20_20,21_21,0,0.455,0
20_20,21_20,0,0.35,0
20_20,21_19,0,0.455,0
20_20,20_19,0,0.455,0
20_20,19_19,0,0.35,0
20_21,19_21,0,0.455,0
20_21,21_21,0,0.455,0
20_21,21_20,0,0.35,0
20_21,20_20,0,0.35,0
20_21,19_20,0,0.455,0
21_1,20_1,0,0.455,0
21_1,20_2,0,0.35,0
21_1,21_2,0,0.455,0
21_2,20_2,0.265,0.35,0
21_2,20_3,0,0.455,0
21_2,21_3,0,0.35,0
21_2,21_1,0,0.455,0
21_2,20_1,0,0.455,0
21_3,20_3,0,0.455,0
21_3,20_4,0.35,0.35,0
21_3,21_4,0,0.455,0
21_3,21_2,0,0.455,0
21_3,20_2,0,0.35,0
21_4,20_4,0,0.35,0
21_4,20_5,0.35,0.35,0
21_4,21_5,0,0.455,0
21_4,21_3,0,0.35,0
21_4,20_3,0,0.455,0
21_5,20_5,0.35,0.35,0
21_5,20_6,0,0.35,0
21_5,21_6,0,0.455,0
21_5,21_4,0,0.455,0
21_5,20_4,0,0.35,0
21_6,20_6,0,0.35,0
21_6,20_7,0,0.35,0
21_6,21_7,0,0.455,0
21_6,21_5,0,0.455,0
21_6,20_5,0,0.35,0
21_7,20_7,0,0.35,0
21_7,20_8,0,0.455,0
21_7,21_8,0,0.35,0
21_7,21_6,0,0.455,0
21_7,20_6,0.35,0.35,0
21_8,20_8,0,0.455,0
21_8,20_9,0.325,0.35,0
21_8,21_9,0,0.35,0
21_8,21_7,0,0.455,0
21_8,20_7,0,0.35,0
21_9,20_9,0,0.35,0
21_9,20_10,0,0.455,0
21_9,21_10,0,0.35,0
21_9,21_8,0,0.35,0
21_9,20_8,0,0.455,0
21_10,20_10,0,0.455,0
21_10,20_11,0,0.35,0
21_10,21_11,0,0.35,0
21_10,21_9,0,0.35,0
21_10,20_9,0,0.35,0
21_11,20_11,0,0.35,0
21_11,20_12,0.35,0.35,0
21_11,21_12,0,0.455,0
21_11,21_10,0,0.35,0
21_11,20_10,0,0.455,0
21_12,20_12,0,0.35,0
21_12,20_13,0,0.455,0
21_12,21_13,0,0.455,0
21_12,21_11,0,0.35,0
21_12,20_11,0,0.35,0
21_13,20_13,0,0.455,0
21_13,20_14,0.105,0.35,0
21_13,21_14,0,0.455,0
21_13,21_12,0,0.455,0
21_13,20_12,0,0.35,0
21_14,20_14,0,0.35,0
21_14,20_15,0.35,0.35,0
21_14,21_15,0,0.455,0
21_14,21_13,0.105,0.455,0
21_14,20_13,0,0.455,0
21_15,20_15,0.35,0.35,0
21_15,20_16,0,0.35,0
21_15,21_16,0.3,0.35,0
21_15,21_14,0.455,0.455,0
21_15,20_14,0.35,0.35,0
21_16,20_16,0.35,0.35,0
21_16,20_17,0,0.455,0
21_16,21_17,0,0.35,0
21_16,21_15,0,0.455,0
21_16,20_15,0.3,0.35,0
21_17,20_17,0,0.455,0
21_17,20_18,0,0.455,0
21_17,21_18,0,0.455,0
21_17,21_16,0,0.35,0
21_17,20_16,0.35,0.35,0
21_18,20_18,0,0.455,0
21_18,20_19,0,0.455,0
21_18,21_19,0,0.455,0
21_18,21_17,0,0.35,0
21_18,20_17,0,0.455,0
21_19,20_19,0,0.455,0
21_19,20_20,0,0.35,0
21_19,21_20,0,0.35,0
21_19,21_18,0,0.455,0
21_19,20_18,0,0.455,0
21_20,20_20,0,0.35,0
21_20,20_21,0,0.35,0
21_20,21_21,0,0.455,0
21_20,21_19,0,0.455,0
21_20,20_19,0,0.455,0
21_21,20_21,0,0.35,0
21_21,21_20,0,0.35,0
21_21,20_20,0,0.35,0
