from,to,flow,capacity,shadow_price
S,21_1,0,999,0
S,21_2,0.265,999,0
S,21_3,0.35,999,0
S,21_4,0.35,999,0
S,21_5,0.35,999,0
S,21_6,0,999,0
S,21_7,0.35,999,0
S,21_8,0.325,999,0
S,21_9,0,999,0
S,21_10,0,999,0
S,21_11,0.35,999,0
S,21_12,0,999,0
S,21_13,0,999,0
S,21_14,0,999,0
S,21_15,1.455,999,0
S,21_16,0,999,0
S,21_17,0,999,0
S,21_18,0,999,0
S,21_19,0,999,0
S,21_20,0,999,0
S,21_21,0,999,0
3_3,T,0,999,0
4_3,T,0.17,999,0
5_3,T,0,999,0
6_3,T,0.055,999,0
3_4,T,0.84,999,0
4_4,T,0.63,999,0
5_4,T,0,999,0
6_4,T,0.525,999,0
3_5,T,0,999,0
4_5,T,0,999,0
5_5,T,0,999,0
6_5,T,0,999,0
3_6,T,0.525,999,0
4_6,T,0,999,0
5_6,T,0.525,999,0
6_6,T,0.525,999,0
1_1,1_2,0.135,0.175,0
1_1,2_2,0,0.105,0
1_1,2_1,0,0.105,0
1_2,1_3,0.03,0.105,0
1_2,2_3,0.105,0.105,0
1_2,2_2,0,0.105,0
1_2,2_1,0,0.105,0
1_2,1_1,0,0.105,0
1_3,1_4,0,0.105,0
1_3,2_4,0.03,0.105,0
1_3,2_3,0,0.105,0
1_3,2_2,0,0.105,0
1_3,1_2,0,0.175,0
1_4,1_5,0,0.175,0
1_4,2_5,0.105,0.105,0
1_4,2_4,0.105,0.105,0
1_4,2_3,0,0.105,0
1_4,1_3,0,0.105,0
1_5,1_6,0,0.105,0
1_5,2_6,0,0.175,0
1_5,2_5,0.105,0.105,0
1_5,2_4,0,0.105,0
1_5,1_4,0.105,0.105,0
1_6,1_7,0,0.105,0
1_6,2_7,0,0.105,0
1_6,2_6,0,0.175,0
1_6,2_5,0.105,0.105,0
1_6,1_5,0.105,0.175,0
1_7,1_8,0,0.105,0
1_7,2_8,0,0.105,0
1_7,2_7,0,0.105,0
1_7,2_6,0.105,0.175,0
1_7,1_6,0.105,0.105,0
1_8,1_9,0,0.175,0
1_8,2_9,0,0.175,0
1_8,2_8,0,0.105,0
1_8,2_7,0.105,0.105,1
1_8,1_7,0.105,0.105,1
1_9,1_10,0,0.175,0
1_9,2_10,0,0.175,0
1_9,2_9,0,0.175,0
1_9,2_8,0.07,0.105,0
1_9,1_8,0.105,0.105,0
1_10,1_11,0,0.105,0
1_10,2_11,0,0.175,0
1_10,2_10,0,0.175,0
1_10,2_9,0.14,0.175,0
1_10,1_9,0,0.175,0
1_11,1_12,0,0.105,0
1_11,2_12,0,0.105,0
1_11,2_11,0,0.175,0
1_11,2_10,0,0.175,0
1_11,1_10,0,0.175,0
1_12,1_13,0,0.105,0
1_12,2_13,0,0.175,0
1_12,2_12,0,0.105,0
1_12,2_11,0.175,0.175,0
1_12,1_11,0,0.105,0
1_13,1_14,0,0.105,0
1_13,2_14,0,0.105,0
1_13,2_13,0,0.175,0
1_13,2_12,0,0.105,0
1_13,1_12,0.105,0.105,0
1_14,1_15,0,0.105,0
1_14,2_15,0,0.105,0
1_14,2_14,0,0.105,0
1_14,2_13,0,0.175,0
1_14,1_13,0,0.105,0
1_15,1_16,0,0.175,0
1_15,2_16,0,0.175,0
1_15,2_15,0,0.105,0
1_15,2_14,0,0.105,0
1_15,1_14,0,0.105,0
1_16,1_17,0,0.175,0
1_16,2_17,0,0.105,0
1_16,2_16,0,0.175,0
1_16,2_15,0,0.105,0
1_16,1_15,0,0.105,0
1_17,1_18,0,0.175,0
1_17,2_18,0,0.175,0
1_17,2_17,0,0.105,0
1_17,2_16,0,0.175,0
1_17,1_16,0,0.175,0
1_18,1_19,0,0.175,0
1_18,2_19,0,0.175,0
1_18,2_18,0,0.175,0
1_18,2_17,0,0.105,0
1_18,1_17,0,0.175,0
1_19,1_20,0,0.105,0
1_19,2_20,0,0.175,0
1_19,2_19,0,0.175,0
1_19,2_18,0,0.175,0
1_19,1_18,0,0.175,0
1_20,1_21,0,0.105,0
1_20,2_21,0,0.175,0
1_20,2_20,0,0.175,0
1_20,2_19,0,0.175,0
1_20,1_19,0,0.175,0
1_21,2_21,0,0.175,0
1_21,2_20,0,0.175,0
1_21,1_20,0,0.105,0
2_1,1_1,0.03,0.105,0
2_1,1_2,0,0.175,0
2_1,2_2,0,0.105,0
2_1,3_2,0,0.175,0
2_1,3_1,0,0.105,0
2_2,1_2,0,0.175,0
2_2,1_3,0,0.105,0
2_2,2_3,0,0.105,0
2_2,3_3,0,0.105,0
2_2,3_2,0,0.175,0
2_2,3_1,0,0.105,0
2_2,2_1,0,0.105,0
2_2,1_1,0.105,0.105,0
2_3,1_3,0,0.105,0
2_3,1_4,0,0.105,0
2_3,2_4,0.075,0.105,0
2_3,3_4,0.105,0.105,0
2_3,3_3,0,0.105,0
2_3,3_2,0,0.175,0
2_3,2_2,0,0.105,0
2_3,1_2,0,0.175,0
2_4,1_4,0,0.105,0
2_4,1_5,0,0.175,0
2_4,2_5,0,0.105,0
2_4,3_5,0.105,0.105,0
2_4,3_4,0.105,0.105,0
2_4,3_3,0.105,0.105,0
2_4,2_3,0,0.105,0
2_4,1_3,0,0.105,0
2_5,1_5,0,0.175,0
2_5,1_6,0,0.105,0
2_5,2_6,0,0.175,0
2_5,3_6,0.105,0.105,0
2_5,3_5,0.105,0.105,0
2_5,3_4,0.105,0.105,0
2_5,2_4,0,0.105,0
2_5,1_4,0.105,0.105,0
2_6,1_6,0,0.105,0
2_6,1_7,0,0.105,0
2_6,2_7,0,0.105,0
2_6,3_7,0.035,0.105,0
2_6,3_6,0.105,0.105,0
2_6,3_5,0.105,0.105,0
2_6,2_5,0.105,0.105,0
2_6,1_5,0.105,0.175,0
2_7,1_7,0,0.105,0
2_7,1_8,0,0.105,0
2_7,2_8,0,0.105,0
2_7,3_8,0,0.105,0
2_7,3_7,0,0.105,0
2_7,3_6,0.105,0.105,0
2_7,2_6,0.175,0.175,0
2_7,1_6,0.105,0.105,0
2_8,1_8,0,0.105,0
2_8,1_9,0,0.175,0
2_8,2_9,0,0.175,0
2_8,3_9,0,0.175,0
2_8,3_8,0.07,0.105,0
2_8,3_7,0.105,0.105,1
2_8,2_7,0.105,0.105,1
2_8,1_7,0.105,0.105,1
2_9,1_9,0.175,0.175,0
2_9,1_10,0,0.175,0
2_9,2_10,0,0.175,0
2_9,3_10,0,0.105,0
2_9,3_9,0,0.175,0
2_9,3_8,0.105,0.105,0
2_9,2_8,0.105,0.105,0
2_9,1_8,0.105,0.105,0
2_10,1_10,0,0.175,0
2_10,1_11,0,0.105,0
2_10,2_11,0,0.175,0
2_10,3_11,0,0.175,0
2_10,3_10,0,0.105,0
2_10,3_9,0.105,0.175,0
2_10,2_9,0.175,0.175,0
2_10,1_9,0,0.175,0
2_11,1_11,0,0.105,0
2_11,1_12,0,0.105,0
2_11,2_12,0,0.105,0
2_11,3_12,0,0.175,0
2_11,3_11,0.105,0.175,0
2_11,3_10,0,0.105,0
2_11,2_10,0.175,0.175,0
2_11,1_10,0.14,0.175,0
2_12,1_12,0,0.105,0
2_12,1_13,0,0.105,0
2_12,2_13,0,0.175,0
2_12,3_13,0,0.105,0
2_12,3_12,0,0.175,0
2_12,3_11,0,0.175,0
2_12,2_11,0.07,0.175,0
2_12,1_11,0,0.105,0
2_13,1_13,0,0.105,0
2_13,1_14,0,0.105,0
2_13,2_14,0,0.105,0
2_13,3_14,0,0.105,0
2_13,3_13,0,0.105,0
2_13,3_12,0,0.175,0
2_13,2_12,0,0.105,0
2_13,1_12,0.07,0.105,0
2_14,1_14,0,0.105,0
2_14,1_15,0,0.105,0
2_14,2_15,0,0.105,0
2_14,3_15,0,0.175,0
2_14,3_14,0,0.105,0
2_14,3_13,0,0.105,0
2_14,2_13,0.035,0.175,0
2_14,1_13,0.105,0.105,0
2_15,1_15,0,0.105,0
2_15,1_16,0,0.175,0
2_15,2_16,0,0.175,0
2_15,3_16,0,0.105,0
2_15,3_15,0.105,0.175,0
2_15,3_14,0,0.105,0
2_15,2_14,0,0.105,0
2_15,1_14,0,0.105,0
2_16,1_16,0,0.175,0
2_16,1_17,0,0.175,0
2_16,2_17,0,0.105,0
2_16,3_17,0,0.105,0
2_16,3_16,0,0.105,0
2_16,3_15,0,0.175,0
2_16,2_15,0.105,0.105,0
2_16,1_15,0,0.105,0
2_17,1_17,0,0.175,0
2_17,1_18,0,0.175,0
2_17,2_18,0,0.175,0
2_17,3_18,0,0.105,0
2_17,3_17,0,0.105,0
2_17,3_16,0,0.105,0
2_17,2_16,0,0.175,0
2_17,1_16,0,0.175,0
2_18,1_18,0,0.175,0
2_18,1_19,0,0.175,0
2_18,2_19,0,0.175,0
2_18,3_19,0,0.105,0
2_18,3_18,0,0.105,0
2_18,3_17,0,0.105,0
2_18,2_17,0,0.105,0
2_18,1_17,0,0.175,0
2_19,1_19,0,0.175,0
2_19,1_20,0,0.105,0
2_19,2_20,0,0.175,0
2_19,3_20,0,0.175,0
2_19,3_19,0,0.105,0
2_19,3_18,0,0.105,0
2_19,2_18,0,0.175,0
2_19,1_18,0,0.175,0
2_20,1_20,0,0.105,0
2_20,1_21,0,0.105,0
2_20,2_21,0,0.175,0
2_20,3_21,0,0.175,0
2_20,3_20,0,0.175,0
2_20,3_19,0,0.105,0
2_20,2_19,0,0.175,0
2_20,1_19,0,0.175,0
2_21,1_21,0,0.105,0
2_21,3_21,0,0.175,0
2_21,3_20,0,0.175,0
2_21,2_20,0,0.175,0
2_21,1_20,0,0.105,0
3_1,2_1,0.03,0.105,0
3_1,2_2,0,0.105,0
3_1,3_2,0,0.175,0
3_1,4_2,0,0.175,0
3_1,4_1,0.075,0.175,0
3_2,2_2,0.105,0.105,0
3_2,2_3,0.075,0.105,0
3_2,3_3,0.105,0.105,0
3_2,4_3,0.065,0.105,0
3_2,4_2,0,0.175,0
3_2,4_1,0,0.175,0
3_2,3_1,0,0.105,0
3_2,2_1,0,0.105,0
3_3,2_3,0,0.105,0
3_3,2_4,0,0.105,0
3_3,3_4,0.105,0.105,0
3_3,4_4,0.105,0.105,0
3_3,4_3,0.105,0.105,0
3_3,4_2,0,0.175,0
3_3,3_2,0,0.175,0
3_3,2_2,0,0.105,0
3_4,2_4,0,0.105,0
3_4,2_5,0,0.105,0
3_4,3_5,0,0.105,0
3_4,4_5,0,0.105,0
3_4,4_4,0,0.105,0
3_4,4_3,0,0.105,0
3_4,3_3,0,0.105,0
3_4,2_3,0,0.105,0
3_5,2_5,0,0.105,0
3_5,2_6,0,0.175,0
3_5,3_6,0,0.105,0
3_5,4_6,0.105,0.105,0
3_5,4_5,0,0.105,0
3_5,4_4,0.105,0.105,0
3_5,3_4,0.105,0.105,0
3_5,2_4,0.105,0.105,0
3_6,2_6,0,0.175,0
3_6,2_7,0,0.105,0
3_6,3_7,0,0.105,0
3_6,4_7,0,0.175,0
3_6,4_6,0,0.105,0
3_6,4_5,0.105,0.105,0
3_6,3_5,0,0.105,0
3_6,2_5,0,0.105,0
3_7,2_7,0.07,0.105,0
3_7,2_8,0,0.105,0
3_7,3_8,0,0.105,0
3_7,4_8,0,0.175,0
3_7,4_7,0,0.175,0
3_7,4_6,0.105,0.105,0
3_7,3_6,0.105,0.105,0
3_7,2_6,0.175,0.175,0
3_8,2_8,0.105,0.105,0
3_8,2_9,0,0.175,0
3_8,3_9,0,0.175,0
3_8,4_9,0,0.175,0
3_8,4_8,0,0.175,0
3_8,4_7,0.175,0.175,0
3_8,3_7,0.105,0.105,1
3_8,2_7,0.105,0.105,1
3_9,2_9,0,0.175,0
3_9,2_10,0,0.175,0
3_9,3_10,0,0.105,0
3_9,4_10,0,0.105,0
3_9,4_9,0,0.175,0
3_9,4_8,0,0.175,0
3_9,3_8,0.105,0.105,0
3_9,2_8,0.105,0.105,0
3_10,2_10,0.105,0.175,0
3_10,2_11,0,0.175,0
3_10,3_11,0,0.175,0
3_10,4_11,0,0.105,0
3_10,4_10,0,0.105,0
3_10,4_9,0,0.175,0
3_10,3_9,0,0.175,0
3_10,2_9,0.175,0.175,0
3_11,2_11,0,0.175,0
3_11,2_12,0,0.105,0
3_11,3_12,0,0.175,0
3_11,4_12,0,0.105,0
3_11,4_11,0,0.105,0
3_11,4_10,0,0.105,0
3_11,3_10,0.105,0.105,0
3_11,2_10,0,0.175,0
3_12,2_12,0,0.105,0
3_12,2_13,0,0.175,0
3_12,3_13,0,0.105,0
3_12,4_13,0,0.175,0
3_12,4_12,0,0.105,0
3_12,4_11,0,0.105,0
3_12,3_11,0,0.175,0
3_12,2_11,0.175,0.175,0
3_13,2_13,0.035,0.175,0
3_13,2_14,0,0.105,0
3_13,3_14,0,0.105,0
3_13,4_14,0,0.175,0
3_13,4_13,0,0.175,0
3_13,4_12,0,0.105,0
3_13,3_12,0,0.175,0
3_13,2_12,0.07,0.105,0
3_14,2_14,0.035,0.105,0
3_14,2_15,0,0.105,0
3_14,3_15,0,0.175,0
3_14,4_15,0,0.105,0
3_14,4_14,0,0.175,0
3_14,4_13,0,0.175,0
3_14,3_13,0,0.105,0
3_14,2_13,0,0.175,0
3_15,2_15,0,0.105,0
3_15,2_16,0,0.175,0
3_15,3_16,0,0.105,0
3_15,4_16,0,0.105,0
3_15,4_15,0,0.105,0
3_15,4_14,0,0.175,0
3_15,3_14,0,0.105,0
3_15,2_14,0.105,0.105,0
3_16,2_16,0,0.175,0
3_16,2_17,0,0.105,0
3_16,3_17,0,0.105,0
3_16,4_17,0,0.105,0
3_16,4_16,0,0.105,0
3_16,4_15,0,0.105,0
3_16,3_15,0,0.175,0
3_16,2_15,0,0.105,0
3_17,2_17,0,0.105,0
3_17,2_18,0,0.175,0
3_17,3_18,0,0.105,0
3_17,4_18,0,0.105,0
3_17,4_17,0,0.105,0
3_17,4_16,0,0.105,0
3_17,3_16,0,0.105,0
3_17,2_16,0.105,0.175,0
3_18,2_18,0,0.175,0
3_18,2_19,0,0.175,0
3_18,3_19,0,0.105,0
3_18,4_19,0,0.105,0
3_18,4_18,0,0.105,0
3_18,4_17,0,0.105,0
3_18,3_17,0,0.105,0
3_18,2_17,0,0.105,0
3_19,2_19,0,0.175,0
3_19,2_20,0,0.175,0
3_19,3_20,0,0.175,0
3_19,4_20,0,0.105,0
3_19,4_19,0,0.105,0
3_19,4_18,0,0.105,0
3_19,3_18,0,0.105,0
3_19,2_18,0,0.175,0
3_20,2_20,0,0.175,0
3_20,2_21,0,0.175,0
3_20,3_21,0,0.175,0
3_20,4_21,0,0.105,0
3_20,4_20,0,0.105,0
3_20,4_19,0,0.105,0
3_20,3_19,0,0.105,0
3_20,2_19,0,0.175,0
3_21,2_21,0,0.175,0
3_21,4_21,0,0.105,0
3_21,4_20,0,0.105,0
3_21,3_20,0,0.175,0
3_21,2_20,0,0.175,0
4_1,3_1,0,0.105,0
4_1,3_2,0.175,0.175,0
4_1,4_2,0.175,0.175,0
4_1,5_2,0,0.15,0
4_1,5_1,0,0.175,0
4_2,3_2,0.175,0.175,0
4_2,3_3,0.105,0.105,0
4_2,4_3,0.105,0.105,0
4_2,5_3,0.035,0.105,0
4_2,5_2,0,0.15,0
4_2,5_1,0,0.175,0
4_2,4_1,0,0.175,0
4_2,3_1,0.105,0.105,0
4_3,3_3,0,0.105,0
4_3,3_4,0.105,0.105,0
4_3,4_4,0.105,0.105,0
4_3,5_4,0,0.105,0
4_3,5_3,0,0.105,0
4_3,5_2,0,0.15,0
4_3,4_2,0,0.175,0
4_3,3_2,0,0.175,0
4_4,3_4,0.105,0.105,0
4_4,3_5,0,0.105,0
4_4,4_5,0,0.105,0
4_4,5_5,0,0.105,0
4_4,5_4,0,0.105,0
4_4,5_3,0,0.105,0
4_4,4_3,0,0.105,0
4_4,3_3,0,0.105,0
4_5,3_5,0,0.105,0
4_5,3_6,0,0.105,0
4_5,4_6,0,0.105,0
4_5,5_6,0,0.105,0
4_5,5_5,0,0.105,0
4_5,5_4,0.105,0.105,0
4_5,4_4,0.105,0.105,0
4_5,3_4,0.105,0.105,0
4_6,3_6,0.105,0.105,0
4_6,3_7,0,0.105,0
4_6,4_7,0,0.175,0
4_6,5_7,0,0.15,0
4_6,5_6,0.105,0.105,0
4_6,5_5,0.105,0.105,0
4_6,4_5,0,0.105,0
4_6,3_5,0.105,0.105,0
4_7,3_7,0.105,0.105,1
4_7,3_8,0,0.105,0
4_7,4_8,0,0.175,0
4_7,5_8,0,0.15,0
4_7,5_7,0,0.15,0
4_7,5_6,0.105,0.105,1
4_7,4_6,0.105,0.105,1
4_7,3_6,0.105,0.105,1
4_8,3_8,0.105,0.105,0
4_8,3_9,0,0.175,0
4_8,4_9,0,0.175,0
4_8,5_9,0,0.25,0
4_8,5_8,0,0.15,0
4_8,5_7,0,0.15,0
4_8,4_7,0.14,0.175,0
4_8,3_7,0.105,0.105,1
4_9,3_9,0,0.175,0
4_9,3_10,0.07,0.105,0
4_9,4_10,0,0.105,0
4_9,5_10,0,0.175,0
4_9,5_9,0,0.25,0
4_9,5_8,0,0.15,0
4_9,4_8,0,0.175,0
4_9,3_8,0.105,0.105,0
4_10,3_10,0,0.105,0
4_10,3_11,0,0.175,0
4_10,4_11,0,0.105,0
4_10,5_11,0,0.175,0
4_10,5_10,0,0.175,0
4_10,5_9,0,0.25,0
4_10,4_9,0,0.175,0
4_10,3_9,0.105,0.175,0
4_11,3_11,0,0.175,0
4_11,3_12,0,0.175,0
4_11,4_12,0,0.105,0
4_11,5_12,0,0.175,0
4_11,5_11,0,0.175,0
4_11,5_10,0,0.175,0
4_11,4_10,0,0.105,0
4_11,3_10,0.105,0.105,0
4_12,3_12,0,0.175,0
4_12,3_13,0,0.105,0
4_12,4_13,0,0.175,0
4_12,5_13,0,0.25,0
4_12,5_12,0,0.175,0
4_12,5_11,0,0.175,0
4_12,4_11,0,0.105,0
4_12,3_11,0,0.175,0
4_13,3_13,0,0.105,0
4_13,3_14,0,0.105,0
4_13,4_14,0,0.175,0
4_13,5_14,0,0.25,0
4_13,5_13,0,0.25,0
4_13,5_12,0,0.175,0
4_13,4_12,0,0.105,0
4_13,3_12,0.175,0.175,0
4_14,3_14,0.035,0.105,0
4_14,3_15,0,0.175,0
4_14,4_15,0,0.105,0
4_14,5_15,0,0.175,0
4_14,5_14,0,0.25,0
4_14,5_13,0,0.25,0
4_14,4_13,0,0.175,0
4_14,3_13,0.105,0.105,0
4_15,3_15,0,0.175,0
4_15,3_16,0,0.105,0
4_15,4_16,0,0.105,0
4_15,5_16,0,0.105,0
4_15,5_15,0,0.175,0
4_15,5_14,0,0.25,0
4_15,4_14,0,0.175,0
4_15,3_14,0,0.105,0
4_16,3_16,0,0.105,0
4_16,3_17,0,0.105,0
4_16,4_17,0,0.105,0
4_16,5_17,0,0.105,0
4_16,5_16,0,0.105,0
4_16,5_15,0.045,0.175,0
4_16,4_15,0,0.105,0
4_16,3_15,0,0.175,0
4_17,3_17,0,0.105,0
4_17,3_18,0,0.105,0
4_17,4_18,0,0.105,0
4_17,5_18,0,0.105,0
4_17,5_17,0,0.105,0
4_17,5_16,0,0.105,0
4_17,4_16,0,0.105,0
4_17,3_16,0,0.105,0
4_18,3_18,0,0.105,0
4_18,3_19,0,0.105,0
4_18,4_19,0,0.105,0
4_18,5_19,0,0.105,0
4_18,5_18,0,0.105,0
4_18,5_17,0,0.105,0
4_18,4_17,0,0.105,0
4_18,3_17,0.105,0.105,0
4_19,3_19,0,0.105,0
4_19,3_20,0,0.175,0
4_19,4_20,0,0.105,0
4_19,5_20,0,0.175,0
4_19,5_19,0,0.105,0
4_19,5_18,0,0.105,0
4_19,4_18,0,0.105,0
4_19,3_18,0,0.105,0
4_20,3_20,0,0.175,0
4_20,3_21,0,0.175,0
4_20,4_21,0,0.105,0
4_20,5_21,0,0.25,0
4_20,5_20,0,0.175,0
4_20,5_19,0,0.105,0
4_20,4_19,0,0.105,0
4_20,3_19,0,0.105,0
4_21,3_21,0,0.175,0
4_21,5_21,0,0.25,0
4_21,5_20,0,0.175,0
4_21,4_20,0,0.105,0
4_21,3_20,0,0.175,0
5_1,4_1,0.15,0.175,0
5_1,4_2,0.175,0.175,0
5_1,5_2,0,0.15,0
5_1,6_2,0,0.15,0
5_1,6_1,0,0.15,0
5_2,4_2,0.175,0.175,0
5_2,4_3,0,0.105,0
5_2,5_3,0,0.105,0
5_2,6_3,0,0.105,0
5_2,6_2,0,0.15,0
5_2,6_1,0,0.15,0
5_2,5_1,0,0.175,0
5_2,4_1,0.125,0.175,0
5_3,4_3,0,0.105,0
5_3,4_4,0.105,0.105,0
5_3,5_4,0.105,0.105,0
5_3,6_4,0.105,0.105,0
5_3,6_3,0.035,0.105,0
5_3,6_2,0,0.15,0
5_3,5_2,0,0.15,0
5_3,4_2,0,0.175,0
5_4,4_4,0.105,0.105,0
5_4,4_5,0.105,0.105,0
5_4,5_5,0,0.105,0
5_4,6_5,0.105,0.105,0
5_4,6_4,0.105,0.105,0
5_4,6_3,0,0.105,0
5_4,5_3,0.105,0.105,0
5_4,4_3,0.105,0.105,0
5_5,4_5,0,0.105,0
5_5,4_6,0,0.105,0
5_5,5_6,0,0.105,0
5_5,6_6,0.105,0.105,0
5_5,6_5,0.105,0.105,0
5_5,6_4,0,0.105,0
5_5,5_4,0.105,0.105,0
5_5,4_4,0.105,0.105,0
5_6,4_6,0,0.105,0
5_6,4_7,0,0.175,0
5_6,5_7,0,0.15,0
5_6,6_7,0,0.175,0
5_6,6_6,0,0.105,0
5_6,6_5,0,0.105,0
5_6,5_5,0,0.105,0
5_6,4_5,0.105,0.105,0
5_7,4_7,0,0.175,0
5_7,4_8,0,0.175,0
5_7,5_8,0,0.15,0
5_7,6_8,0,0.15,0
5_7,6_7,0,0.175,0
5_7,6_6,0.105,0.105,1
5_7,5_6,0.105,0.105,1
5_7,4_6,0.105,0.105,1
5_8,4_8,0.175,0.175,0
5_8,4_9,0,0.175,0
5_8,5_9,0,0.25,0
5_8,6_9,0,0.25,0
5_8,6_8,0,0.15,0
5_8,6_7,0,0.175,0
5_8,5_7,0.015,0.15,0
5_8,4_7,0.105,0.175,0
5_9,4_9,0,0.175,0
5_9,4_10,0,0.105,0
5_9,5_10,0,0.175,0
5_9,6_10,0,0.15,0
5_9,6_9,0,0.25,0
5_9,6_8,0,0.15,0
5_9,5_8,0,0.15,0
5_9,4_8,0.175,0.175,0
5_10,4_10,0,0.105,0
5_10,4_11,0,0.105,0
5_10,5_11,0,0.175,0
5_10,6_11,0,0.15,0
5_10,6_10,0,0.15,0
5_10,6_9,0,0.25,0
5_10,5_9,0,0.25,0
5_10,4_9,0.175,0.175,0
5_11,4_11,0.08,0.105,0
5_11,4_12,0,0.105,0
5_11,5_12,0,0.175,0
5_11,6_12,0,0.175,0
5_11,6_11,0,0.15,0
5_11,6_10,0,0.15,0
5_11,5_10,0,0.175,0
5_11,4_10,0.105,0.105,0
5_12,4_12,0,0.105,0
5_12,4_13,0,0.175,0
5_12,5_13,0,0.25,0
5_12,6_13,0,0.105,0
5_12,6_12,0,0.175,0
5_12,6_11,0.15,0.15,0
5_12,5_11,0,0.175,0
5_12,4_11,0.025,0.105,0
5_13,4_13,0,0.175,0
5_13,4_14,0,0.175,0
5_13,5_14,0,0.25,0
5_13,6_14,0,0.25,0
5_13,6_13,0,0.105,0
5_13,6_12,0,0.175,0
5_13,5_12,0,0.175,0
5_13,4_12,0,0.105,0
5_14,4_14,0,0.175,0
5_14,4_15,0,0.105,0
5_14,5_15,0,0.175,0
5_14,6_15,0,0.25,0
5_14,6_14,0,0.25,0
5_14,6_13,0,0.105,0
5_14,5_13,0,0.25,0
5_14,4_13,0.175,0.175,0
5_15,4_15,0,0.105,0
5_15,4_16,0,0.105,0
5_15,5_16,0,0.105,0
5_15,6_16,0,0.105,0
5_15,6_15,0,0.25,0
5_15,6_14,0,0.25,0
5_15,5_14,0.175,0.25,0
5_15,4_14,0.14,0.175,0
5_16,4_16,0,0.105,0
5_16,4_17,0,0.105,0
5_16,5_17,0,0.105,0
5_16,6_17,0,0.105,0
5_16,6_16,0,0.105,0
5_16,6_15,0,0.25,0
5_16,5_15,0,0.175,0
5_16,4_15,0,0.105,0
5_17,4_17,0,0.105,0
5_17,4_18,0,0.105,0
5_17,5_18,0,0.105,0
5_17,6_18,0,0.105,0
5_17,6_17,0,0.105,0
5_17,6_16,0,0.105,0
5_17,5_16,0,0.105,0
5_17,4_16,0.045,0.105,0
5_18,4_18,0,0.105,0
5_18,4_19,0,0.105,0
5_18,5_19,0,0.105,0
5_18,6_19,0,0.105,0
5_18,6_18,0,0.105,0
5_18,6_17,0,0.105,0
5_18,5_17,0,0.105,0
5_18,4_17,0,0.105,0
5_19,4_19,0,0.105,0
5_19,4_20,0,0.105,0
5_19,5_20,0,0.175,0
5_19,6_20,0,0.175,0
5_19,6_19,0,0.105,0
5_19,6_18,0,0.105,0
5_19,5_18,0,0.105,0
5_19,4_18,0.105,0.105,0
5_20,4_20,0,0.105,0
5_20,4_21,0,0.105,0
5_20,5_21,0,0.25,0
5_20,6_21,0,0.25,0
5_20,6_20,0,0.175,0
5_20,6_19,0,0.105,0
5_20,5_19,0,0.105,0
5_20,4_19,0,0.105,0
5_21,4_21,0,0.105,0
5_21,6_21,0,0.25,0
5_21,6_20,0,0.175,0
5_21,5_20,0,0.175,0
5_21,4_20,0,0.105,0
6_1,5_1,0.15,0.175,0
6_1,5_2,0.15,0.15,0
6_1,6_2,0,0.15,0
6_1,7_2,0,0.15,0
6_1,7_1,0,0.25,0
6_2,5_2,0.15,0.15,0
6_2,5_3,0.105,0.105,0
6_2,6_3,0.02,0.105,0
6_2,7_3,0,0.15,0
6_2,7_2,0,0.15,0
6_2,7_1,0,0.25,0
6_2,6_1,0,0.15,0
6_2,5_1,0.175,0.175,0
6_3,5_3,0.105,0.105,0
6_3,5_4,0.105,0.105,0
6_3,6_4,0.105,0.105,0
6_3,7_4,0,0.25,0
6_3,7_3,0,0.15,0
6_3,7_2,0,0.15,0
6_3,6_2,0,0.15,0
6_3,5_2,0,0.15,0
6_4,5_4,0.105,0.105,0
6_4,5_5,0.105,0.105,0
6_4,6_5,0,0.105,0
6_4,7_5,0,0.325,0
6_4,7_4,0,0.25,0
6_4,7_3,0,0.15,0
6_4,6_3,0,0.105,0
6_4,5_3,0,0.105,0
6_5,5_5,0.105,0.105,0
6_5,5_6,0.105,0.105,0
6_5,6_6,0.105,0.105,0
6_5,7_6,0,0.15,0
6_5,7_5,0,0.325,0
6_5,7_4,0,0.25,0
6_5,6_4,0.105,0.105,0
6_5,5_4,0.105,0.105,0
6_6,5_6,0.105,0.105,0
6_6,5_7,0,0.15,0
6_6,6_7,0,0.175,0
6_6,7_7,0,0.15,0
6_6,7_6,0,0.15,0
6_6,7_5,0,0.325,0
6_6,6_5,0,0.105,0
6_6,5_5,0.105,0.105,0
6_7,5_7,0.15,0.15,0
6_7,5_8,0,0.15,0
6_7,6_8,0,0.15,0
6_7,7_8,0,0.105,0
6_7,7_7,0,0.15,0
6_7,7_6,0,0.15,0
6_7,6_6,0.105,0.105,1
6_7,5_6,0.105,0.105,1
6_8,5_8,0.15,0.15,0
6_8,5_9,0,0.25,0
6_8,6_9,0,0.25,0
6_8,7_9,0,0.105,0
6_8,7_8,0,0.105,0
6_8,7_7,0,0.15,0
6_8,6_7,0,0.175,0
6_8,5_7,0.15,0.15,0
6_9,5_9,0,0.25,0
6_9,5_10,0,0.175,0
6_9,6_10,0,0.15,0
6_9,7_10,0,0.25,0
6_9,7_9,0,0.105,0
6_9,7_8,0,0.105,0
6_9,6_8,0.15,0.15,0
6_9,5_8,0.145,0.15,0
6_10,5_10,0,0.175,0
6_10,5_11,0,0.175,0
6_10,6_11,0,0.15,0
